Strategy	WB	WA	Duration
kRoundRobin	16987073488	3.16409	87351791
kMinOverlappingRatio	24429046649	4.55026	237031101
kOldestLargestSeqFirst	17996622452	3.35213	123376646
kOldestSmallestSeqFirst	20069934293	3.73832	173686309
kRoundRobin	17034513521	3.17293	99751981
kMinOverlappingRatio	17550916518	3.26911	175170391
kOldestLargestSeqFirst	18910548705	3.52236	194842467
kOldestSmallestSeqFirst	17779417551	3.31167	175712589
kSelectLastSimilar	17626115225	3.28312	171297928
