Strategy	WB	WA	Duration
kRoundRobin	19952790597	3.7165	98359789
kMinOverlappingRatio	19402161242	3.61393	128196163
kOldestSmallestSeqFirst	19295155053	3.594	133531664
kSelectLastSimilar	18537171513	3.45282	132957693
kRoundRobin	20030335365	3.73094	139495674
kMinOverlappingRatio	19700460789	3.6695	179282798
kOldestLargestSeqFirst	20300776656	3.78131	188134812
kOldestSmallestSeqFirst	19248099260	3.58524	171670427
kSelectLastSimilar	18803556029	3.50244	134074894
